장기요양기관코드,기관유형코드,,,
34141000208,C01,,,
34141000208,C02,,,
34141000218,C01,,,
34141000218,C02,,,
34141000223,C01,,,
34141000223,C02,,,
34141000223,C05,,,
34141000232,C01,,,
34141000232,C02,,,
34141000236,C01,,,
34141000236,C02,,,
34141000239,C01,,,
34141000239,C02,,,
34141000256,C01,,,
34141000256,C02,,,
34141000276,C01,,,
34141000276,C02,,,
34141000278,C01,,,
34141000278,C02,,,
34141000283,C01,,,
34141000291,C01,,,
34141000291,C02,,,
34141000294,C01,,,
34141000294,C02,,,
34141000297,C01,,,
34141000297,C02,,,
34141000298,C01,,,
34141000298,C02,,,
34141000303,C01,,,
34141000306,C01,,,
34141000306,C02,,,
34141000307,C01,,,
34141000307,C02,,,
34141000309,C01,,,
34141000309,C02,,,
34141000310,C01,,,
34141000310,C02,,,
34143000054,C01,,,
34143000054,C02,,,
34143000065,C01,,,
34143000065,C02,,,
34143000071,C01,,,
34143000071,C02,,,
34143000078,C01,,,
34143000078,C02,,,
34143000088,C01,,,
34143000088,C02,,,
34143000094,C01,,,
34143000094,C02,,,
34143000095,C01,,,
34143000095,C02,,,
34143000098,C01,,,
34143000098,C02,,,
34143000098,C03,,,
34143000101,C01,,,
34143000101,C02,,,
34143000102,C01,,,
34143000107,C01,,,
34143000107,C02,,,
34143000107,C03,,,
34143000111,C01,,,
34145000079,C01,,,
34145000079,C02,,,
34145000085,C04,,,
34145000086,C06,,,
34145000097,C01,,,
34145000097,C02,,,
34145000099,C01,,,
34145000099,C02,,,
34145000121,C01,,,
34145000142,C01,,,
34145000142,C02,,,
34145000143,C01,,,
34145000143,C02,,,
34145000145,C01,,,
34145000145,C02,,,
34145000149,C01,,,
34145000149,C02,,,
34145000160,C01,,,
34145000160,C02,,,
34145000167,C01,,,
34145000167,C05,,,
34145000177,C01,,,
34145000177,C02,,,
34145000186,C01,,,
34145000186,C02,,,
34145000186,C03,,,
34145000187,C01,,,
34145000187,C02,,,
34145000191,C01,,,
34145000191,C02,,,
34145000192,C03,,,
34145000200,C01,,,
34145000200,C02,,,
34145000203,C01,,,
34145000203,C02,,,
34146000196,C01,,,
34146000196,C03,,,
34146000196,C04,,,
34146000223,C05,,,
34146000255,C01,,,
34146000255,C03,,,
34146000268,C01,,,
34146000268,C02,,,
34146000278,C01,,,
34146000278,C02,,,
34146000289,C01,,,
34146000289,C02,,,
34146000293,C01,,,
34146000293,C02,,,
34146000293,C05,,,
34146000324,C01,,,
34146000324,C02,,,
34146000324,C05,,,
34146000339,C01,,,
34146000339,C02,,,
34146000368,C03,,,
34146000379,C01,,,
34146000379,C02,,,
34146000383,C01,,,
34146000386,C01,,,
34146000386,C02,,,
34146000386,C05,,,
34146000392,C01,,,
34146000392,C02,,,
34146000400,C01,,,
34146000400,C02,,,
34146000413,C01,,,
34146000413,C02,,,
34146000416,C01,,,
34146000416,C02,,,
34146000419,C01,,,
34146000419,C03,,,
34146000419,C05,,,
34146000422,C01,,,
34146000422,C02,,,
34146000429,C01,,,
34146000432,C03,,,
34146000435,C01,,,
34146000435,C02,,,
34146000440,C01,,,
34146000440,C02,,,
34146000443,C01,,,
34146000443,C03,,,
34146000443,C04,,,
34146000455,C01,,,
34146000455,C02,,,
34146000463,C01,,,
34146000463,C02,,,
34146000473,C01,,,
34146000473,C02,,,
34146000476,C01,,,
34146000476,C02,,,
34146000480,C01,,,
34146000480,C02,,,
34146000484,C01,,,
34146000484,C05,,,
34146000495,C01,,,
34146000495,C02,,,
34146000501,C01,,,
34146000501,C02,,,
34146000505,C01,,,
34146000505,C02,,,
34146000505,C05,,,
34146000509,C03,,,
34146000527,C01,,,
34146000527,C02,,,
34146000532,C01,,,
34146000532,C02,,,
34146000538,C01,,,
34146000538,C02,,,
34146000538,C05,,,
34146000541,C01,,,
34146000541,C02,,,
34146000546,C01,,,
34146000546,C02,,,
34146000548,C01,,,
34146000548,C02,,,
34146000548,C05,,,
34146000549,C01,,,
34146000549,C02,,,
34146000551,C01,,,
34146000551,C02,,,
34146000551,C03,,,
34146000552,C01,,,
34146000552,C02,,,
34146000554,C01,,,
34146000554,C02,,,
34146000570,C01,,,
34146000570,C02,,,
34146000570,C03,,,
34146000573,C01,,,
34146000573,C02,,,
34146000589,C01,,,
34146000589,C02,,,
34146000591,C01,,,
34146000609,C01,,,
34146000609,C02,,,
34146000611,C01,,,
34146000611,C02,,,
34146000613,C01,,,
34146000613,C02,,,
34146000624,C01,,,
34146000624,C02,,,
34146000626,C01,,,
34146000627,C01,,,
34146000627,C02,,,
34146000628,C01,,,
34146000632,C03,,,
34146000633,C01,,,
34146000633,C02,,,
34146000633,C03,,,
34146000639,C03,,,
34146000640,C01,,,
34146000640,C02,,,
34146000643,C01,,,
34146000643,C02,,,
34146000660,C01,,,
34146000660,C02,,,
34146000660,C03,,,
34146000668,C01,,,
34146000668,C02,,,
34146000679,C01,,,
34146000679,C02,,,
34146000680,C01,,,
34146000680,C02,,,
34146000685,C01,,,
34146000685,C02,,,
34146000687,C01,,,
34146000687,C02,,,
34146000688,C01,,,
34146000688,C02,,,
34146000690,C01,,,
34146000690,C02,,,
34146000690,C03,,,
34146000694,C01,,,
34146000696,C01,,,
34146000698,C01,,,
34146000700,C01,,,
34146000701,C01,,,
34146000701,C02,,,
34146000707,C01,,,
34146000707,C03,,,
34146000708,C01,,,
34146000723,C01,,,
34146000723,C02,,,
34146000725,C01,,,
34146000727,C01,,,
34146000738,C01,,,
34146000738,C02,,,
34146000742,C01,,,
34146000742,C02,,,
34146000743,C01,,,
34146000743,C02,,,
34146000744,C01,,,
34146000744,C02,,,
34146000749,C01,,,
34146000749,C02,,,
34146000750,C01,,,
34146000750,C02,,,
34146000766,C01,,,
34146000766,C02,,,
34146000771,C01,,,
34146000771,C02,,,
34146000772,C01,,,
34146000772,C02,,,
34146000776,C01,,,
34146000776,C02,,,
34146000788,C01,,,
34146000791,C01,,,
34146000796,C01,,,
34146000796,C02,,,
34146000803,C01,,,
34146000803,C02,,,
34148000041,C01,,,
34148000041,C02,,,
34148000043,C01,,,
34148000043,C02,,,
34148000158,C01,,,
34148000158,C02,,,
34148000200,C01,,,
34148000200,C02,,,
34148000208,C01,,,
34148000208,C02,,,
34148000215,C01,,,
34148000215,C02,,,
34148000227,C01,,,
34148000227,C02,,,
34148000230,C03,,,
34148000230,I31,,,
34148000234,C06,,,
34148000240,C01,,,
34148000240,C02,,,
34148000240,C03,,,
34148000247,C01,,,
34148000259,C01,,,
34148000259,C02,,,
34148000272,C01,,,
34148000272,C02,,,
34148000291,C01,,,
34148000293,C01,,,
34148000293,C02,,,
34148000307,C03,,,
34148000308,C03,,,
34148000310,C03,,,
34148000328,C01,,,
34148000328,C02,,,
34148000329,C01,,,
34148000329,C02,,,
34148000334,C01,,,
34148000334,C02,,,
34148000335,C01,,,
34148000335,C02,,,
34148000337,C03,,,
34148000343,C06,,,
34148000349,C01,,,
34148000349,C02,,,
34148000380,C01,,,
34148000380,C02,,,
34148000383,C03,,,
34148000385,C01,,,
34148000387,C01,,,
34148000387,C02,,,
34148000388,C01,,,
34148000388,C02,,,
34148000391,C01,,,
34148000391,C03,,,
34148000395,C01,,,
34148000395,C02,,,
34148000402,C01,,,
34148000402,C02,,,
34148000406,C03,,,
34148000413,C01,,,
34148000413,C02,,,
34148000424,C01,,,
34148000424,C02,,,
34148000431,C01,,,
34148000431,C03,,,
34148000435,C01,,,
34148000435,C02,,,
34148000437,C01,,,
34148000437,C02,,,
34148000439,C01,,,
34148000439,C02,,,
34148000444,C01,,,
34148000444,C02,,,
34148000449,C01,,,
34148000452,C01,,,
34148000452,C02,,,
34148000456,C01,,,
34148000457,C01,,,
34148000457,C02,,,
34148000457,C03,,,
34148000460,C01,,,
34148000460,C02,,,
34150000024,C01,,,
34150000024,C02,,,
34150000029,C01,,,
34150000029,C02,,,
34150000040,C01,,,
34150000040,C02,,,
34150000040,C05,,,
34150000041,C01,,,
34150000041,C02,,,
34150000057,C01,,,
34150000057,C02,,,
34150000057,C05,,,
34150000060,C01,,,
34150000060,C02,,,
34150000061,C01,,,
34150000061,C02,,,
34150000068,C01,,,
34150000068,C02,,,
34150000089,C01,,,
34150000089,C02,,,
34150000091,C01,,,
34150000091,C02,,,
34150000107,C01,,,
34150000107,C02,,,
34150000107,C05,,,
34150000108,C01,,,
34150000108,C02,,,
34150000111,C01,,,
34150000111,C02,,,
34150000117,C01,,,
34150000117,C02,,,
34150000122,C01,,,
34150000125,C01,,,
34150000125,C02,,,
34150000127,C01,,,
34150000127,C02,,,
34150000143,C01,,,
34150000143,C02,,,
34150000151,C01,,,
34150000151,C02,,,
34150000156,C01,,,
34150000156,C02,,,
34150000161,C01,,,
34150000161,C02,,,
34150000161,C03,,,
34150000163,C01,,,
34150000163,C02,,,
34150000168,C01,,,
34150000168,C02,,,
34150000172,C01,,,
34150000172,C02,,,
34150000173,C01,,,
34150000173,C02,,,
34150000174,C01,,,
34150000174,C02,,,
34150000177,C01,,,
34150000177,C02,,,
34150000181,C01,,,
34150000181,C02,,,
34150000188,C01,,,
34150000188,C02,,,
34150000191,C01,,,
34150000191,C02,,,
34150000193,C01,,,
34150000193,C02,,,
34150000194,C01,,,
34150000194,C02,,,
34150000198,C01,,,
34150000198,C02,,,
34150000200,C01,,,
34150000200,C02,,,
34150000201,C01,,,
34150000201,C02,,,
34150000202,C01,,,
34150000203,C01,,,
34150000203,C02,,,
34155000037,C01,,,
34155000094,C01,,,
34155000094,C02,,,
34155000147,C01,,,
34155000147,C02,,,
34155000152,C03,,,
34155000157,C01,,,
34155000157,C02,,,
34155000159,C06,,,
34155000164,C03,,,
34155000165,C01,,,
34155000165,C02,,,
34155000183,C03,,,
34155000191,C01,,,
34155000191,C02,,,
34155000193,C03,,,
34155000197,C01,,,
34155000197,C03,,,
34155000200,C01,,,
34155000200,C02,,,
34155000201,C03,,,
34157000030,C03,,,
34157000112,C01,,,
34157000112,C02,,,
34157000154,C01,,,
34157000154,C02,,,
34157000185,C01,,,
34157000185,C02,,,
34157000194,C01,,,
34157000194,C02,,,
34157000197,C01,,,
34157000197,C02,,,
34157000204,C01,,,
34157000204,C02,,,
34157000220,C01,,,
34157000220,C02,,,
34157000229,C01,,,
34157000229,C02,,,
34157000239,C01,,,
34157000240,C01,,,
34157000240,C02,,,
34157000242,C01,,,
34157000242,C02,,,
34157000244,C01,,,
34157000244,C02,,,
34157000244,C06,,,
34157000246,C01,,,
34157000246,C02,,,
34157000255,C01,,,
34157000255,C02,,,
34157000257,C03,,,
34157000269,C01,,,
34157000269,C03,,,
34157000272,C01,,,
34157000272,C02,,,
34157000273,C01,,,
34157000273,C02,,,
34157000273,C03,,,
34157000273,C05,,,
34157000278,C01,,,
34157000278,C02,,,
34157000279,C01,,,
34157000279,C02,,,
34157000280,C05,,,
34157000280,C06,,,
34157000281,C01,,,
34157000281,C02,,,
34157000285,C01,,,
34157000285,C02,,,
34157000286,C01,,,
34157000286,C02,,,
34157000290,C01,,,
34157000290,C02,,,
34157000291,C01,,,
34157000291,C02,,,
34157000291,C05,,,
34157000293,C01,,,
34157000293,C02,,,
34157000294,C01,,,
34157000294,C02,,,
34157000295,C01,,,
34157000295,C02,,,
34157000298,C01,,,
34157000298,C02,,,
34157000301,C01,,,
34157000301,C02,,,
34157000304,C01,,,
34157000304,C02,,,
34157000311,C01,,,
34157000311,C02,,,
34157000312,C01,,,
34157000312,C02,,,
34157000313,C01,,,
34157000313,C02,,,
34157000317,C01,,,
34157000317,C02,,,
34157000322,C01,,,
34157000325,C01,,,
34157000327,C01,,,
34157000327,C02,,,
34159000177,C06,,,
34159000186,C01,,,
34159000186,C02,,,
34159000226,C01,,,
34159000226,C02,,,
34159000226,C03,,,
34159000231,C01,,,
34159000231,C02,,,
34159000233,C01,,,
34159000233,C02,,,
34159000248,C01,,,
34159000248,C02,,,
34159000248,C03,,,
34159000281,C01,,,
34159000281,C02,,,
34159000282,C01,,,
34159000282,C02,,,
34159000295,C01,,,
34159000295,C02,,,
34159000299,C01,,,
34159000299,C02,,,
34159000309,C01,,,
34159000309,C02,,,
34159000309,C03,,,
34159000312,C01,,,
34159000312,C02,,,
34159000316,C01,,,
34159000316,C02,,,
34159000335,C01,,,
34159000335,C02,,,
34159000335,C03,,,
34159000339,C01,,,
34159000339,C02,,,
34159000348,C01,,,
34159000348,C02,,,
34159000353,C01,,,
34159000353,C02,,,
34159000367,C01,,,
34159000367,C02,,,
34159000367,C03,,,
34159000381,C06,,,
34159000386,C03,,,
34159000392,C01,,,
34159000392,C03,,,
34159000397,C03,,,
34159000416,C01,,,
34159000416,C02,,,
34159000418,C01,,,
34159000418,C02,,,
34159000421,C06,,,
34159000472,C01,,,
34159000472,C02,,,
34159000478,C05,,,
34161000024,C01,,,
34161000064,C01,,,
34161000064,C02,,,
34161000069,C03,,,
34161000073,C01,,,
34161000082,C01,,,
34161000082,C02,,,
34161000090,C03,,,
34161000093,C01,,,
34161000093,C03,,,
34161000094,C03,,,
34161000095,C03,,,
34161000111,C01,,,
34161000111,C02,,,
34161000111,C03,,,
34161000114,C03,,,
34161000115,C03,,,
34161000124,C01,,,
34161000124,C02,,,
34161000125,C01,,,
34161000125,C02,,,
34161000134,C01,,,
34161000134,C02,,,
34161000134,C03,,,
34161000135,C03,,,
34161000137,C01,,,
34161000137,C02,,,
34161000139,C01,,,
34161000139,C02,,,
34161000140,C01,,,
34161000140,C02,,,
34161000141,C01,,,
34161000141,C02,,,
34161000146,C01,,,
34161000146,C02,,,
34161000148,C01,,,
34161000148,C02,,,
34161000148,C03,,,
34161000153,C01,,,
34161000153,C02,,,
34161000156,C01,,,
34161000156,C02,,,
34161000156,C03,,,
34161000157,C01,,,
34161000157,C02,,,
34161000159,C03,,,
34161000161,C01,,,
34161000161,C02,,,
34161000161,C03,,,
34161000163,C03,,,
34161000168,C03,,,
34161000171,C03,,,
34161000179,C01,,,
34161000179,C02,,,
34161000181,C01,,,
34161000181,C02,,,
34161000185,C01,,,
34161000189,C03,,,
34161000190,C01,,,
34161000190,C02,,,
34161000192,C01,,,
34161000192,C02,,,
34161000193,C01,,,
34161000193,C02,,,
34161000194,C01,,,
34161000194,C02,,,
34161000199,C01,,,
34161000199,C02,,,
34161000201,C01,,,
34161000201,C02,,,
34161000205,C01,,,
34163000069,C01,,,
34163000069,C02,,,
34163000088,C01,,,
34163000088,C02,,,
34163000088,C03,,,
34163000097,C03,,,
34163000112,C01,,,
34163000112,C02,,,
34163000145,C01,,,
34163000145,C02,,,
34163000171,C03,,,
34163000175,C01,,,
34163000175,C02,,,
34163000176,C01,,,
34163000179,C01,,,
34163000179,C03,,,
34163000210,C01,,,
34163000211,C01,,,
34163000211,C02,,,
34163000211,C03,,,
34163000215,C01,,,
34163000215,C02,,,
34163000217,C01,,,
34163000217,C02,,,
34163000223,C01,,,
34163000223,C02,,,
34163000224,C01,,,
34163000226,C01,,,
34163000226,C02,,,
34163000226,C03,,,
34163000228,C01,,,
34163000228,C03,,,
34163000230,C01,,,
34163000230,C02,,,
34163000240,C03,,,
34163000252,C01,,,
34163000252,C02,,,
34163000263,C01,,,
34163000263,C02,,,
34163000273,C01,,,
34163000273,C02,,,
34163000275,C03,,,
34163000284,C03,,,
34163000288,C01,,,
34163000288,C02,,,
34163000290,C01,,,
34163000292,C03,,,
34163000293,C03,,,
34163000295,C01,,,
34163000295,C02,,,
34163000303,C01,,,
34163000308,C01,,,
34163000308,C02,,,
34163000309,C03,,,
34163000314,C01,,,
34163000314,C03,,,
34163000319,C01,,,
34163000319,C02,,,
34163000330,C01,,,
34163000330,C02,,,
34163000330,C03,,,
34163000342,C01,,,
34163000342,C02,,,
34163000349,C01,,,
34163000349,C02,,,
34163000351,C01,,,
34163000359,C01,,,
34163000360,C01,,,
34163000360,C02,,,
34163000363,C01,,,
34163000363,C02,,,
34163000364,C01,,,
34163000364,C02,,,
34163000370,C01,,,
34163000370,C02,,,
34163000370,C03,,,
34165000103,C01,,,
34165000103,C02,,,
34165000177,C01,,,
34165000177,C03,,,
34165000184,C01,,,
34165000184,C02,,,
34165000184,C03,,,
34165000186,C01,,,
34165000186,C02,,,
34165000186,C03,,,
34165000186,C06,,,
34165000188,C01,,,
34165000188,C02,,,
34165000188,C03,,,
34165000190,C03,,,
34165000222,C01,,,
34165000223,C01,,,
34165000223,C03,,,
34165000235,C03,,,
34165000240,C01,,,
34165000240,C03,,,
34165000248,C01,,,
34165000253,C03,,,
34165000256,C03,,,
34165000259,C01,,,
34165000259,C03,,,
34165000264,C01,,,
34165000264,C02,,,
34165000287,C01,,,
34165000287,C02,,,
34165000297,C01,,,
34165000297,C02,,,
34165000297,C03,,,
34165000305,C03,,,
34165000309,C01,,,
34165000309,C03,,,
34165000314,C01,,,
34167000122,C01,,,
34167000123,C01,,,
34167000123,C02,,,
34167000127,C01,,,
34167000127,C02,,,
34167000127,C05,,,
34167000136,C01,,,
34167000142,C01,,,
34167000152,C01,,,
34167000153,C01,,,
34167000153,C02,,,
34167000154,C01,,,
34167000159,C01,,,
34167000159,C02,,,
34167000159,C05,,,
34173000039,C03,,,
34173000045,C03,,,
34173000053,C03,,,
34180000061,C01,,,
34180000061,C02,,,
34180000069,C01,,,
34180000070,C01,,,
34180000070,C02,,,
34180000075,C01,,,
34180000075,C02,,,
34180000081,C01,,,
34180000081,C02,,,
34180000085,C03,,,
34180000092,C01,,,
34180000092,C02,,,
34180000093,C01,,,
34180000093,C02,,,
34180000096,C01,,,
34180000096,C02,,,
34180000101,C01,,,
34180000101,C02,,,
34180000104,C01,,,
34180000104,C02,,,
34180000105,C01,,,
34180000105,C02,,,
34180000105,C03,,,
34182000033,C01,,,
34182000033,C02,,,
34182000043,C01,,,
34182000043,C02,,,
34182000045,C01,,,
34182000045,C02,,,
34182000061,C01,,,
34182000061,C02,,,
34182000061,C05,,,
34182000063,C03,,,
34182000069,C01,,,
34182000069,C03,,,
34182000070,C03,,,
34182000072,C01,,,
34182000072,C03,,,
34182000073,C03,,,
34182000077,C01,,,
34182000077,C02,,,
34182000087,C03,,,
34182000088,C01,,,
34182000097,C03,,,
34183000059,C01,,,
34183000059,C02,,,
34183000074,C01,,,
34183000076,C01,,,
34183000076,C03,,,
34183000092,C01,,,
34183000092,C02,,,
34183000108,C01,,,
34183000108,C02,,,
34183000111,C01,,,
34183000115,C01,,,
34183000115,C02,,,
34183000139,C01,,,
34183000139,C02,,,
34183000140,C01,,,
34183000140,C02,,,
34183000142,C06,,,
34183000143,C01,,,
34183000157,C01,,,
34183000157,C02,,,
34183000159,C01,,,
34183000164,C01,,,
34183000164,C02,,,
34183000166,C01,,,
34183000168,C01,,,
34183000168,C02,,,
34183000171,C01,,,
34183000173,C01,,,
34183000173,C02,,,
34211000070,C03,,,
34211000146,C01,,,
34211000157,C01,,,
34211000157,C02,,,
34211000222,C03,,,
34211000242,C01,,,
34211000242,C02,,,
34211000263,C01,,,
34211000265,C01,,,
34211000265,C02,,,
34211000291,C01,,,
34211000291,C02,,,
34211000297,C01,,,
34211000297,C02,,,
34211000297,C03,,,
34211000297,C05,,,
34211000299,C01,,,
34211000300,C01,,,
34211000300,C02,,,
34211000302,C01,,,
34211000302,C02,,,
34211000313,C03,,,
34211000328,C03,,,
34211000338,C01,,,
34211000338,C02,,,
34211000342,C03,,,
34211000384,C01,,,
34211000384,C02,,,
34211000395,C01,,,
34211000395,C02,,,
34211000406,C01,,,
34211000406,C02,,,
34211000408,C01,,,
34211000408,C02,,,
34211000413,C01,,,
34211000413,C02,,,
34211000413,C03,,,
34213000040,C06,,,
34213000046,C01,,,
34213000046,C02,,,
34213000174,C03,,,
34213000188,C01,,,
34213000205,C06,,,
34213000222,C01,,,
34213000224,C01,,,
34213000246,C01,,,
34213000282,C01,,,
34213000282,C02,,,
34213000282,C03,,,
34213000306,C01,,,
34213000308,C06,,,
34215000062,C03,,,
34215000132,C01,,,
34215000132,C02,,,
34215000144,C01,,,
34215000144,C02,,,
34215000160,C01,,,
34215000160,C03,,,
34215000186,C03,,,
34215000216,C01,,,
34215000231,C01,,,
34215000247,C01,,,
34215000250,C01,,,
34215000250,C02,,,
34215000273,C02,,,
34215000280,C01,,,
34215000285,C01,,,
34215000309,C01,,,
34215000309,C02,,,
34217000072,C01,,,
34217000072,C02,,,
34217000078,C01,,,
34217000094,C01,,,
34217000098,C05,,,
34221000037,C01,,,
34221000037,C02,,,
34221000037,C03,,,
34221000037,C05,,,
34221000057,C01,,,
34221000057,C02,,,
34221000067,C01,,,
34221000070,C01,,,
34221000073,C01,,,
34221000073,C02,,,
34221000078,C01,,,
34221000078,C02,,,
34221000078,C03,,,
34221000080,C01,,,
34221000080,C02,,,
34223000048,C01,,,
34223000048,C02,,,
34223000054,C01,,,
34223000062,C01,,,
34223000067,C05,,,
34223000071,C01,,,
34223000075,C01,,,
34223000075,C03,,,
34223000076,C01,,,
34223000076,C02,,,
34223000077,C01,,,
34223000077,C02,,,
34223000085,C01,,,
34223000089,C01,,,
34223000089,C02,,,
34272000005,C01,,,
34272000005,C02,,,
34272000005,C03,,,
34272000005,C05,,,
34272000052,C01,,,
34272000052,C02,,,
34272000067,C01,,,
34272000067,C02,,,
34272000072,C01,,,
34272000072,C03,,,
34272000079,C01,,,
34272000079,C02,,,
34275000024,C01,,,
34275000036,C01,,,
34275000037,C01,,,
34275000038,C01,,,
34275000039,C01,,,
34275000039,C02,,,
34276000029,C01,,,
34276000029,C02,,,
34276000044,C01,,,
34276000044,C02,,,
34276000051,C03,,,
34276000066,C03,,,
34276000067,C03,,,
34276000068,C01,,,
34276000071,C01,,,
34276000071,C02,,,
34277000015,C01,,,
34277000015,C02,,,
34277000027,C01,,,
34277000027,C02,,,
34277000032,C01,,,
34278000011,C01,,,
34278000011,C02,,,
34278000011,C03,,,
34278000036,C01,,,
34278000036,C02,,,
34278000038,C01,,,
34278000042,C01,,,
34278000042,C02,,,
34278000043,C01,,,
34278000043,C02,,,
34279000025,C01,,,
34281000015,C01,,,
34281000015,C02,,,
34282000031,C03,,,
34283000042,C03,,,
34311000051,C01,,,
34311000051,C02,,,
34311000062,C01,,,
34311000062,C02,,,
34311000110,C01,,,
34311000110,C02,,,
34311000110,C03,,,
34311000120,C03,,,
34311000199,C01,,,
34311000199,C02,,,
34311000215,C01,,,
34311000215,C02,,,
34311000220,C01,,,
34311000220,C02,,,
34311000220,C03,,,
34311000261,C01,,,
34311000261,C02,,,
34311000261,C05,,,
34311000262,C01,,,
34311000265,C06,,,
34311000274,C01,,,
34311000274,C02,,,
34311000274,C03,,,
34311000314,C01,,,
34311000314,C03,,,
34311000317,C01,,,
34311000317,C02,,,
34311000320,C01,,,
34311000320,C02,,,
34311000335,C01,,,
34311000335,C02,,,
34311000336,C01,,,
34311000336,C02,,,
34311000337,C05,,,
34311000341,C01,,,
34311000341,C02,,,
34311000342,C01,,,
34311000342,C02,,,
34311000342,C03,,,
34311000356,C01,,,
34311000356,C02,,,
34311000356,C03,,,
34311000371,C01,,,
34311000371,C02,,,
34311000372,C01,,,
34311000372,C03,,,
34311000385,C01,,,
34311000385,C02,,,
34311000387,C01,,,
34311000387,C02,,,
34311000398,C03,,,
34311000399,C01,,,
34311000399,C02,,,
34311000400,C03,,,
34311000403,C03,,,
34311000413,C03,,,
34311000415,C01,,,
34311000415,C02,,,
34311000418,C03,,,
34311000420,C01,,,
34311000420,C03,,,
34311000427,C06,,,
34311000432,C01,,,
34311000432,C03,,,
34311000434,C01,,,
34311000434,C02,,,
34311000434,C03,,,
34311000441,C03,,,
34311000449,C01,,,
34311000449,C02,,,
34311000455,C01,,,
34311000455,C02,,,
34311000455,C03,,,
34311000455,C04,,,
34311000458,C01,,,
34311000458,C02,,,
34311000461,C01,,,
34311000461,C02,,,
34311000462,C01,,,
34311000462,C02,,,
34311000465,C01,,,
34311000469,C01,,,
34311000469,C02,,,
34311000470,C03,,,
34311000481,C03,,,
34311000483,C01,,,
34311000483,C03,,,
34311000491,C03,,,
34311000499,C03,,,
34311000500,C01,,,
34311000500,C03,,,
34311000504,C03,,,
34311000506,C01,,,
34311000506,C02,,,
34311000509,C01,,,
34311000509,C03,,,
34311000510,C03,,,
34311000512,C03,,,
34311000513,C01,,,
34311000513,C02,,,
34311000514,C01,,,
34311000514,C02,,,
34311000516,C05,,,
34311000518,C03,,,
34311000520,C01,,,
34311000520,C02,,,
34311000521,C01,,,
34311000521,C02,,,
34311000525,C01,,,
34311000525,C02,,,
34311000526,C03,,,
34311000528,C05,,,
34311000533,C01,,,
34311000540,C01,,,
34311000540,C02,,,
34311000552,C03,,,
34311000555,C01,,,
34311000556,C01,,,
34311000556,C02,,,
34311000556,C03,,,
34311000558,C01,,,
34311000559,C01,,,
34311000559,C02,,,
34311000559,C03,,,
34311000562,C01,,,
34311000564,C03,,,
34311000565,C01,,,
34311000565,C02,,,
34311000565,C03,,,
34311000568,C01,,,
34311000568,C03,,,
34311000570,C01,,,
34311000570,C03,,,
34311000576,C01,,,
34311000578,C03,,,
34311000582,C01,,,
34311000582,C02,,,
34311000584,C01,,,
34311000584,C02,,,
34311000586,C01,,,
34311000586,C02,,,
34311000590,C01,,,
34311000590,C05,,,
34311000592,C03,,,
34311000593,C01,,,
34311000593,C02,,,
34311000593,C03,,,
34311000594,C01,,,
34311000595,C03,,,
34311000596,C01,,,
34311000596,C02,,,
34311000597,C03,,,
34311000600,C03,,,
34311000603,C01,,,
34311000603,C02,,,
34311000605,C01,,,
34311000614,C01,,,
34311000614,C02,,,
34311000618,C01,,,
34311000618,C02,,,
34311000620,C03,,,
34311000624,C03,,,
34311000627,C01,,,
34311000627,C02,,,
34311000629,C03,,,
34311000630,C01,,,
34311000630,C02,,,
34311000630,C03,,,
34311000632,C03,,,
34311000633,C03,,,
34311000635,C01,,,
34311000635,C03,,,
34311000636,C01,,,
34311000636,C02,,,
34311000636,C03,,,
34311000638,C01,,,
34311000638,C03,,,
34311000641,C01,,,
34311000641,C03,,,
34311000642,C01,,,
34311000642,C02,,,
34311000643,C01,,,
34311000644,C01,,,
34311000645,C01,,,
34311000645,C02,,,
34311000649,C01,,,
34311000649,C02,,,
34311000649,C03,,,
34311000656,C03,,,
34311000658,C01,,,
34311000661,C01,,,
34311000661,C02,,,
34311000663,C06,,,
34311000665,C01,,,
34311000668,C01,,,
34311000668,C03,,,
34311000669,C01,,,
34311000669,C03,,,
34311000672,C01,,,
34311000674,C01,,,
34311000674,C02,,,
34311000677,C01,,,
34311000678,C03,,,
34311000679,C01,,,
34311000679,C03,,,
34311000691,C03,,,
34311000692,C01,,,
34311000692,C03,,,
34311000698,C01,,,
34311000698,C02,,,
34311000702,C01,,,
34311000702,C02,,,
34311000705,C01,,,
34311000709,C01,,,
34311000710,C01,,,
34311000713,C01,,,
34311000715,C01,,,
34311000715,C02,,,
34313000078,C01,,,
34313000078,C04,,,
34313000081,C01,,,
34313000083,C02,,,
34313000107,C01,,,
34313000129,C01,,,
34313000129,C06,,,
34313000136,C01,,,
34313000146,C01,,,
34313000150,C01,,,
34313000150,C02,,,
34313000157,C01,,,
34313000157,C02,,,
34313000164,C01,,,
34313000164,C02,,,
34313000171,C01,,,
34313000174,C01,,,
34313000175,C01,,,
34313000194,C03,,,
34313000198,C01,,,
34313000199,C01,,,
34313000199,C02,,,
34313000201,C01,,,
34313000203,C01,,,
34313000203,C03,,,
34313000210,C01,,,
34313000211,C03,,,
34313000212,C01,,,
34313000218,C01,,,
34313000220,C01,,,
34313000222,C03,,,
34313000224,C01,,,
34313000225,C01,,,
34313000229,C01,,,
34313000231,C01,,,
34313000234,C03,,,
34313000235,C01,,,
34313000236,C01,,,
34313000239,C01,,,
34313000241,C01,,,
34313000242,C01,,,
34313000242,C02,,,
